0	1	-0.5
0.01	0.995	-1
0.02	0.985	-1.4975
0.03	0.970025	-1.99
0.04	0.950125	-2.47501
0.05	0.925375	-2.95008
0.06	0.895874	-3.41276
0.07	0.861747	-3.8607
0.08	0.82314	-4.29157
0.09	0.780224	-4.70314
0.1	0.733192	-5.09325
0.11	0.68226	-5.45985
0.12	0.627661	-5.80098
0.13	0.569651	-6.11481
0.14	0.508503	-6.39964
0.15	0.444507	-6.65389
0.16	0.377968	-6.87614
0.17	0.309207	-7.06513
0.18	0.238555	-7.21973
0.19	0.166358	-7.33901
0.2	0.0929681	-7.42219
0.21	0.0187462	-7.46867
0.22	-0.0559405	-7.47804
0.23	-0.130721	-7.45007
0.24	-0.205222	-7.38471
0.25	-0.279069	-7.2821
0.26	-0.35189	-7.14257
0.27	-0.423315	-6.96662
0.28	-0.492982	-6.75496
0.29	-0.560531	-6.50847
0.3	-0.625616	-6.22821
0.31	-0.687898	-5.9154
0.32	-0.747052	-5.57145
0.33	-0.802767	-5.19793
0.34	-0.854746	-4.79654
0.35	-0.902711	-4.36917
0.36	-0.946403	-3.91781
0.37	-0.985581	-3.44461
0.38	-1.02003	-2.95182
0.39	-1.04955	-2.44181
0.4	-1.07396	-1.91703
0.41	-1.09313	-1.38005
0.42	-1.10693	-0.833486
0.43	-1.11527	-0.280019
0.44	-1.11807	0.277616
0.45	-1.11529	0.836651
0.46	-1.10693	1.3943
0.47	-1.09298	1.94776
0.48	-1.07351	2.49425
0.49	-1.04856	3.03101
0.5	-1.01825	3.55529
0.51	-0.982701	4.06441
0.52	-0.942057	4.55576
0.53	-0.896499	5.02679
0.54	-0.846231	5.47504
0.55	-0.791481	5.89816
0.56	-0.732499	6.2939
0.57	-0.66956	6.66015
0.58	-0.602959	6.99493
0.59	-0.533009	7.29641
0.6	-0.460045	7.56291
0.61	-0.384416	7.79293
0.62	-0.306487	7.98514
0.63	-0.226635	8.13839
0.64	-0.145251	8.2517
0.65	-0.0627344	8.32433
0.66	0.0205089	8.3557
0.67	0.104066	8.34544
0.68	0.18752	8.29341
0.69	0.270454	8.19965
0.7	0.352451	8.06442
0.71	0.433095	7.8882
0.72	0.511977	7.67165
0.73	0.588694	7.41566
0.74	0.66285	7.12131
0.75	0.734063	6.78989
0.76	0.801962	6.42286
0.77	0.866191	6.02188
0.78	0.926409	5.58878
0.79	0.982297	5.12558
0.8	1.03355	4.63443
0.81	1.0799	4.11765
0.82	1.12107	3.5777
0.83	1.15685	3.01717
0.84	1.18702	2.43874
0.85	1.21141	1.84523
0.86	1.22986	1.23952
0.87	1.24226	0.624592
0.88	1.2485	0.00346377
0.89	1.24854	-0.620788
0.9	1.24233	-1.24506
0.91	1.22988	-1.86622
0.92	1.21122	-2.48116
0.93	1.18641	-3.08677
0.94	1.15554	-3.67997
0.95	1.11874	-4.25774
0.96	1.07616	-4.81711
0.97	1.02799	-5.35519
0.98	0.974438	-5.86919
0.99	0.915746	-6.35641
1	0.852182	-6.81428
1.01	0.784039	-7.24037
1.02	0.711635	-7.63239
1.03	0.635312	-7.98821
1.04	0.555429	-8.30586
1.05	0.472371	-8.58358
1.06	0.386535	-8.81976
1.07	0.298337	-9.01303
1.08	0.208207	-9.1622
1.09	0.116585	-9.2663
1.1	0.0239221	-9.3246
1.11	-0.0693238	-9.33656
1.12	-0.162689	-9.30189
1.13	-0.255708	-9.22055
1.14	-0.347914	-9.0927
1.15	-0.438841	-8.91874
1.16	-0.528028	-8.69932
1.17	-0.615021	-8.4353
1.18	-0.699374	-8.12779
1.19	-0.780652	-7.77811
1.2	-0.858433	-7.38778
1.21	-0.932311	-6.95856
1.22	-1.0019	-6.49241
1.23	-1.06682	-5.99146
1.24	-1.12674	-5.45805
1.25	-1.18132	-4.89468
1.26	-1.23026	-4.30402
1.27	-1.2733	-3.68889
1.28	-1.31019	-3.05224
1.29	-1.34071	-2.39714
1.3	-1.36469	-1.72679
1.31	-1.38195	-1.04444
1.32	-1.3924	-0.353467
1.33	-1.39593	0.342732
1.34	-1.39251	1.0407
1.35	-1.3821	1.73695
1.36	-1.36473	2.428
1.37	-1.34045	3.11036
1.38	-1.30935	3.78059
1.39	-1.27154	4.43526
1.4	-1.22719	5.07103
1.41	-1.17648	5.68462
1.42	-1.11963	6.27286
1.43	-1.0569	6.83268
1.44	-0.988575	7.36113
1.45	-0.914964	7.85542
1.46	-0.836409	8.3129
1.47	-0.75328	8.7311
1.48	-0.665969	9.10774
1.49	-0.574892	9.44073
1.5	-0.480485	9.72817
1.51	-0.383203	9.96842
1.52	-0.283519	10.16
1.53	-0.181919	10.3018
1.54	-0.0789008	10.3927
1.55	0.0250265	10.4322
1.56	0.129348	10.4197
1.57	0.233545	10.355
1.58	0.337095	10.2382
1.59	0.439477	10.0697
1.6	0.540174	9.84994
1.61	0.638674	9.57985
1.62	0.734472	9.26052
1.63	0.827077	8.89328
1.64	0.91601	8.47974
1.65	1.00081	8.02174
1.66	1.08102	7.52133
1.67	1.15624	6.98082
1.68	1.22605	6.4027
1.69	1.29007	5.78968
1.7	1.34797	5.14464
1.71	1.39942	4.47066
1.72	1.44412	3.77095
1.73	1.48183	3.04889
1.74	1.51232	2.30797
1.75	1.5354	1.55181
1.76	1.55092	0.784109
1.77	1.55876	0.00864906
1.78	1.55885	-0.770731
1.79	1.55114	-1.55015
1.8	1.53564	-2.32572
1.81	1.51238	-3.09354
1.82	1.48145	-3.84973
1.83	1.44295	-4.59046
1.84	1.39704	-5.31193
1.85	1.34392	-6.01045
1.86	1.28382	-6.68241
1.87	1.217	-7.32432
1.88	1.14375	-7.93282
1.89	1.06442	-8.5047
1.9	0.979377	-9.03691
1.91	0.889008	-9.5266
1.92	0.793742	-9.9711
1.93	0.694031	-10.368
1.94	0.590351	-10.715
1.95	0.483201	-11.0102
1.96	0.3731	-11.2518
1.97	0.260582	-11.4383
1.98	0.146199	-11.5686
1.99	0.0305128	-11.6417
2	-0.0859042	-11.657
2.01	-0.202474	-11.614
2.02	-0.318614	-11.5128
2.03	-0.433742	-11.3535
2.04	-0.547276	-11.1366
2.05	-0.658642	-10.863
2.06	-0.767272	-10.5336
2.07	-0.872608	-10.15
2.08	-0.974108	-9.7137
2.09	-1.07125	-9.22664
2.1	-1.16351	-8.69102
2.11	-1.25042	-8.10926
2.12	-1.33151	-7.48405
2.13	-1.40635	-6.81829
2.14	-1.47454	-6.11512
2.15	-1.53569	-5.37785
2.16	-1.58947	-4.61
2.17	-1.63557	-3.81527
2.18	-1.67372	-2.99749
2.19	-1.7037	-2.16063
2.2	-1.7253	-1.30878
2.21	-1.73839	-0.446128
2.22	-1.74285	0.423067
2.23	-1.73862	1.29449
2.24	-1.72567	2.1638
2.25	-1.70404	3.02664
2.26	-1.67377	3.87866
2.27	-1.63498	4.71554
2.28	-1.58783	5.53303
2.29	-1.5325	6.32695
2.3	-1.46923	7.0932
2.31	-1.3983	7.82781
2.32	-1.32002	8.52696
2.33	-1.23475	9.18697
2.34	-1.14288	9.80434
2.35	-1.04484	10.3758
2.36	-0.941078	10.8982
2.37	-0.832096	11.3687
2.38	-0.718409	11.7848
2.39	-0.600561	12.144
2.4	-0.479121	12.4443
2.41	-0.354678	12.6838
2.42	-0.22784	12.8612
2.43	-0.0992279	12.9751
2.44	0.030523	13.0247
2.45	0.16077	13.0094
2.46	0.290865	12.9291
2.47	0.420155	12.7836
2.48	0.547991	12.5736
2.49	0.673727	12.2996
2.5	0.796722	11.9627
2.51	0.916349	11.5643
2.52	1.03199	11.1062
2.53	1.14305	10.5902
2.54	1.24896	10.0186
2.55	1.34914	9.39415
2.56	1.44308	8.71958
2.57	1.53028	7.99804
2.58	1.61026	7.2329
2.59	1.68259	6.42777
2.6	1.74687	5.58648
2.61	1.80273	4.71304
2.62	1.84986	3.81168
2.63	1.88798	2.88675
2.64	1.91685	1.94276
2.65	1.93627	0.984334
2.66	1.94612	0.0161976
2.67	1.94628	-0.956861
2.68	1.93671	-1.93
2.69	1.91741	-2.89836
2.7	1.88843	-3.85706
2.71	1.84986	-4.80127
2.72	1.80184	-5.7262
2.73	1.74458	-6.62712
2.74	1.67831	-7.49941
2.75	1.60332	-8.33857
2.76	1.51993	-9.14023
2.77	1.42853	-9.90019
2.78	1.32953	-10.6145
2.79	1.22338	-11.2792
2.8	1.11059	-11.8909
2.81	0.99168	-12.4462
2.82	0.867218	-12.942
2.83	0.737798	-13.3757
2.84	0.604041	-13.7446
2.85	0.466596	-14.0466
2.86	0.32613	-14.2799
2.87	0.183331	-14.4429
2.88	0.0389018	-14.5346
2.89	-0.106444	-14.5541
2.9	-0.251985	-14.5008
2.91	-0.396993	-14.3748
2.92	-0.540741	-14.1763
2.93	-0.682505	-13.906
2.94	-0.821565	-13.5647
2.95	-0.957212	-13.1539
2.96	-1.08875	-12.6753
2.97	-1.2155	-12.131
2.98	-1.33681	-11.5232
2.99	-1.45205	-10.8548
3	-1.56059	-10.1288
3.01	-1.66188	-9.34848
3.02	-1.75537	-8.51754
3.03	-1.84054	-7.63985
3.04	-1.91694	-6.71958
3.05	-1.98414	-5.76111
3.06	-2.04175	-4.76904
3.07	-2.08944	-3.74817
3.08	-2.12692	-2.70345
3.09	-2.15395	-1.63999
3.1	-2.17035	-0.563014
3.11	-2.17598	0.522163
3.12	-2.17076	1.61016
3.13	-2.15466	2.69554
3.14	-2.12771	3.77287
3.15	-2.08998	4.83672
3.16	-2.04161	5.88171
3.17	-1.98279	6.90251
3.18	-1.91377	7.89391
3.19	-1.83483	8.85079
3.2	-1.74632	9.76821
3.21	-1.64864	10.6414
3.22	-1.54222	11.4657
3.23	-1.42757	12.2368
3.24	-1.3052	12.9506
3.25	-1.17569	13.6032
3.26	-1.03966	14.191
3.27	-0.897752	14.7109
3.28	-0.750643	15.1597
3.29	-0.599046	15.5351
3.3	-0.443695	15.8346
3.31	-0.28535	16.0564
3.32	-0.124785	16.1991
3.33	0.0372058	16.2615
3.34	0.199821	16.2429
3.35	0.36225	16.143
3.36	0.52368	15.9619
3.37	0.683298	15.7
3.38	0.840298	15.3584
3.39	0.993882	14.9382
3.4	1.14326	14.4413
3.41	1.28768	13.8696
3.42	1.42637	13.2258
3.43	1.55863	12.5126
3.44	1.68376	11.7333
3.45	1.80109	10.8914
3.46	1.91001	9.99088
3.47	2.00991	9.03588
3.48	2.10027	8.03092
3.49	2.18058	6.98079
3.5	2.25039	5.89049
3.51	2.30929	4.7653
3.52	2.35695	3.61065
3.53	2.39305	2.43218
3.54	2.41738	1.23565
3.55	2.42973	0.0269636
3.56	2.43	-1.1879
3.57	2.41812	-2.4029
3.58	2.39409	-3.61197
3.59	2.35797	-4.80901
3.6	2.30988	-5.988
3.61	2.25	-7.14294
3.62	2.17857	-8.26794
3.63	2.0959	-9.35723
3.64	2.00232	-10.4052
3.65	1.89827	-11.4063
3.66	1.78421	-12.3555
3.67	1.66065	-13.2476
3.68	1.52818	-14.0779
3.69	1.3874	-14.842
3.7	1.23898	-15.5357
3.71	1.08362	-16.1552
3.72	0.92207	-16.697
3.73	0.7551	-17.158
3.74	0.583519	-17.5356
3.75	0.408164	-17.8273
3.76	0.22989	-18.0314
3.77	0.049576	-18.1464
3.78	-0.131888	-18.1712
3.79	-0.313599	-18.1052
3.8	-0.494651	-17.9484
3.81	-0.674135	-17.7011
3.82	-0.851146	-17.364
3.83	-1.02479	-16.9384
3.84	-1.19417	-16.4261
3.85	-1.35843	-15.829
3.86	-1.51672	-15.1497
3.87	-1.66822	-14.3914
3.88	-1.81213	-13.5573
3.89	-1.94771	-12.6512
3.9	-2.07422	-11.6774
3.91	-2.19099	-10.6403
3.92	-2.29739	-9.54476
3.93	-2.39284	-8.39606
3.94	-2.4768	-7.19964
3.95	-2.5488	-5.96124
3.96	-2.60841	-4.68684
3.97	-2.65528	-3.38263
3.98	-2.68911	-2.05499
3.99	-2.70966	-0.710442
4	-2.71676	0.644385
4.01	-2.71032	2.00277
4.02	-2.69029	3.35792
4.03	-2.65671	4.70307
4.04	-2.60968	6.03142
4.05	-2.54936	7.33626
4.06	-2.476	8.61094
4.07	-2.38989	9.84894
4.08	-2.2914	11.0439
4.09	-2.18096	12.1896
4.1	-2.05907	13.2801
4.11	-1.92627	14.3096
4.12	-1.78317	15.2727
4.13	-1.63044	16.1643
4.14	-1.4688	16.9795
4.15	-1.299	17.7139
4.16	-1.12187	18.3634
4.17	-0.938231	18.9244
4.18	-0.748987	19.3935
4.19	-0.555052	19.768
4.2	-0.357372	20.0455
4.21	-0.156917	20.2242
4.22	0.0453251	20.3027
4.23	0.248352	20.28
4.24	0.451152	20.1558
4.25	0.65271	19.9302
4.26	0.852012	19.6039
4.27	1.04805	19.1779
4.28	1.23983	18.6539
4.29	1.42637	18.0339
4.3	1.60671	17.3208
4.31	1.77992	16.5174
4.32	1.94509	15.6274
4.33	2.10136	14.6549
4.34	2.24791	13.6042
4.35	2.38396	12.4803
4.36	2.50876	11.2883
4.37	2.62164	10.0339
4.38	2.72198	8.72309
4.39	2.80921	7.3621
4.4	2.88283	5.95749
4.41	2.94241	4.51608
4.42	2.98757	3.04487
4.43	3.01802	1.55109
4.44	3.03353	0.0420802
4.45	3.03395	-1.47468
4.46	3.0192	-2.99166
4.47	2.98928	-4.50126
4.48	2.94427	-5.9959
4.49	2.88431	-7.46804
4.5	2.80963	-8.91019
4.51	2.72053	-10.315
4.52	2.61738	-11.6753
4.53	2.50063	-12.984
4.54	2.37079	-14.2343
4.55	2.22845	-15.4197
4.56	2.07425	-16.5339
4.57	1.90891	-17.571
4.58	1.7332	-18.5255
4.59	1.54794	-19.3921
4.6	1.35402	-20.166
4.61	1.15236	-20.8431
4.62	0.943933	-21.4192
4.63	0.729741	-21.8912
4.64	0.510829	-22.2561
4.65	0.288268	-22.5115
4.66	0.0631528	-22.6556
4.67	-0.163403	-22.6872
4.68	-0.390275	-22.6055
4.69	-0.61633	-22.4104
4.7	-0.840434	-22.1022
4.71	-1.06146	-21.682
4.72	-1.27828	-21.1513
4.73	-1.48979	-20.5121
4.74	-1.69491	-19.7672
4.75	-1.89258	-18.9198
4.76	-2.08178	-17.9735
4.77	-2.26151	-16.9326
4.78	-2.43084	-15.8018
4.79	-2.58886	-14.5864
4.8	-2.73472	-13.292
4.81	-2.86764	-11.9246
4.82	-2.98689	-10.4908
4.83	-3.0918	-8.99735
4.84	-3.18177	-7.45145
4.85	-3.25628	-5.86057
4.86	-3.31489	-4.23243
4.87	-3.35721	-2.57498
4.88	-3.38296	-0.896375
4.89	-3.39193	0.795107
4.9	-3.38398	2.49107
4.91	-3.35907	4.18306
4.92	-3.31724	5.86259
4.93	-3.25861	7.52121
4.94	-3.1834	9.15052
4.95	-3.09189	10.7422
4.96	-2.98447	12.2882
4.97	-2.86159	13.7804
4.98	-2.72378	15.2112
4.99	-2.57167	16.5731
5	-2.40594	17.8589
5.01	-2.22735	19.0619
5.02	-2.03673	20.1756
5.03	-1.83498	21.1939
5.04	-1.62304	22.1114
5.05	-1.40192	22.9229
5.06	-1.1727	23.6239
5.07	-0.936456	24.2103
5.08	-0.694354	24.6785
5.09	-0.447569	25.0257
5.1	-0.197312	25.2494
5.11	0.055182	25.3481
5.12	0.308663	25.3205
5.13	0.561868	25.1662
5.14	0.81353	24.8852
5.15	1.06238	24.4785
5.16	1.30717	23.9473
5.17	1.54664	23.2937
5.18	1.77958	22.5204
5.19	2.00478	21.6306
5.2	2.22109	20.6282
5.21	2.42737	19.5177
5.22	2.62255	18.304
5.23	2.80558	16.9927
5.24	2.97551	15.5899
5.25	3.13141	14.1022
5.26	3.27243	12.5364
5.27	3.3978	10.9002
5.28	3.5068	9.20133
5.29	3.59881	7.44793
5.3	3.67329	5.64853
5.31	3.72978	3.81188
5.32	3.7679	1.94699
5.33	3.78737	0.0630448
5.34	3.788	-1.83064
5.35	3.76969	-3.72464
5.36	3.73244	-5.60948
5.37	3.67635	-7.4757
5.38	3.60159	-9.31388
5.39	3.50845	-11.1147
5.4	3.39731	-12.8689
5.41	3.26862	-14.5676
5.42	3.12294	-16.2019
5.43	2.96092	-17.7633
5.44	2.78329	-19.2438
5.45	2.59085	-20.6354
5.46	2.3845	-21.9309
5.47	2.16519	-23.1231
5.48	1.93396	-24.2057
5.49	1.6919	-25.1727
5.5	1.44017	-26.0186
5.51	1.17999	-26.7387
5.52	0.9126	-27.3287
5.53	0.639313	-27.785
5.54	0.361463	-28.1047
5.55	0.080416	-28.2854
5.56	-0.202438	-28.3256
5.57	-0.485694	-28.2244
5.58	-0.767938	-27.9815
5.59	-1.04775	-27.5976
5.6	-1.32373	-27.0737
5.61	-1.59447	-26.4118
5.62	-1.85858	-25.6146
5.63	-2.11473	-24.6853
5.64	-2.36158	-23.6279
5.65	-2.59786	-22.4472
5.66	-2.82234	-21.1482
5.67	-3.03382	-19.7371
5.68	-3.23119	-18.2201
5.69	-3.41339	-16.6046
5.7	-3.57943	-14.8979
5.71	-3.72841	-13.1081
5.72	-3.85949	-11.2439
5.73	-3.97193	-9.31419
5.74	-4.06508	-7.32822
5.75	-4.13836	-5.29568
5.76	-4.19132	-3.2265
5.77	-4.22358	-1.13085
5.78	-4.23489	0.980945
5.79	-4.22508	3.09839
5.8	-4.1941	5.21093
5.81	-4.14199	7.30798
5.82	-4.06891	9.37897
5.83	-3.97512	11.4134
5.84	-3.86098	13.401
5.85	-3.72697	15.3315
5.86	-3.57366	17.195
5.87	-3.40171	18.9818
5.88	-3.21189	20.6826
5.89	-3.00506	22.2886
5.9	-2.78218	23.7911
5.91	-2.54427	25.1822
5.92	-2.29244	26.4543
5.93	-2.0279	27.6006
5.94	-1.7519	28.6145
5.95	-1.46575	29.4905
5.96	-1.17085	30.2233
5.97	-0.868613	30.8088
5.98	-0.560525	31.2431
5.99	-0.248094	31.5233
6	0.0671389	31.6474
6.01	0.383613	31.6138
6.02	0.699751	31.422
6.03	1.01397	31.0721
6.04	1.32469	30.5651
6.05	1.63034	29.9028
6.06	1.92937	29.0876
